序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1152,601138,工业富联,18.58,0.6,0.11,331845.0,616336260.0,1.52,18.68,18.4,18.5,18.47,0.75,0.17,17.63,2.35,368977670954.0,368953786271.0,0.0,-0.05,-15.39,-13.58
1153,603159,上海亚虹,14.99,0.6,0.09,11126.0,16658636.0,1.81,15.07,14.8,14.88,14.9,0.71,0.79,1131.72,4.07,2098600000.0,2098600000.0,0.0,0.07,-1.9,-3.41
1154,000858,五 粮 液,126.92,0.6,0.76,181385.0,2291200545.2,1.29,127.13,125.5,126.3,126.16,1.12,0.47,8.29,3.33,492653687995.0,492634834409.0,-0.02,0.02,-4.39,-7.67
1155,301498,乖宝宠物,107.24,0.6,0.64,14262.0,152841220.05,2.8,108.5,105.51,106.8,106.6,0.53,0.8,52.53,10.11,42900772180.0,19198310594.0,0.41,0.27,16.49,36.93
1156,872374,云里物里,30.17,0.6,0.18,9651.0,29265579.15,3.6,30.88,29.8,30.18,29.99,0.77,2.86,156.81,9.53,2459398060.0,1019440710.0,0.0,0.27,-16.31,19.82
1157,600284,浦东建设,6.86,0.59,0.04,101047.0,69349520.0,2.35,6.96,6.8,6.84,6.82,0.61,1.04,13.94,0.86,6655956160.0,6655956160.0,0.29,0.29,14.91,11.18
1158,301049,超越科技,24.04,0.59,0.14,34957.0,84561035.0,3.56,24.68,23.83,24.04,23.9,1.94,8.16,-19.55,3.46,2265850149.0,1029545670.0,0.42,0.33,-1.03,0.17
1159,300145,南方泵业,3.4,0.59,0.02,325133.0,111473225.68,2.66,3.47,3.38,3.39,3.38,0.98,1.71,24.47,2.42,6531060802.0,6473577223.0,-0.29,0.0,-20.75,-8.36
1160,002695,煌上煌,10.28,0.59,0.06,62772.0,64176620.0,1.76,10.32,10.14,10.15,10.22,0.83,1.23,32.4,2.09,5751062948.0,5256279177.0,0.1,0.1,6.75,22.09
1161,300440,运达科技,8.6,0.58,0.05,97180.0,84024113.25,2.69,8.78,8.55,8.55,8.55,1.33,2.2,-80.85,2.43,3817699960.0,3803122659.0,-0.12,0.12,3.86,9.41
1162,002379,宏创控股,10.45,0.58,0.06,327332.0,345843874.04,3.75,10.74,10.35,10.39,10.39,0.6,2.88,-53.11,6.24,11875105719.0,11875105719.0,0.1,-0.1,4.29,16.5
1163,300300,ST峡创,3.45,0.58,0.02,173131.0,59502863.0,2.33,3.47,3.39,3.45,3.43,1.07,2.6,-54.56,14.6,2300622364.0,2300452969.0,-0.29,-0.29,12.75,19.79
1164,301087,可孚医疗,33.03,0.58,0.19,10530.0,34721044.38,1.04,33.12,32.78,32.94,32.84,0.73,0.54,18.89,1.49,6906308760.0,6415979071.0,0.0,0.06,-14.47,-6.59
1165,300335,迪森股份,5.16,0.58,0.03,116726.0,60281632.0,1.75,5.21,5.12,5.14,5.13,0.8,3.04,32.15,1.3,2461383922.0,1982271606.0,0.0,0.0,4.67,9.32
1166,834407,驰诚股份,24.08,0.58,0.14,22613.0,56845689.61,8.9,25.99,23.86,24.88,23.94,1.97,8.72,408.67,6.0,1581574400.0,624301692.0,-0.45,-0.5,-12.44,37.52
1167,000692,惠天热电,3.46,0.58,0.02,82859.0,28553921.5,2.62,3.49,3.4,3.45,3.44,0.79,1.56,-12.45,12.22,1843602097.0,1843602097.0,0.0,0.29,0.58,-0.86
1168,000895,双汇发展,24.42,0.58,0.14,104170.0,253711897.44,0.86,24.43,24.22,24.28,24.28,1.04,0.3,18.6,4.3,84607026821.0,84593901828.0,0.08,0.0,-6.76,-3.13
1169,002886,沃特股份,20.7,0.58,0.12,302642.0,626998854.16,4.42,21.13,20.22,20.51,20.58,1.2,14.48,222.85,3.07,5448313796.0,4327917995.0,0.0,0.34,0.53,24.55
1170,600420,国药现代,10.48,0.58,0.06,97064.0,101456545.0,1.34,10.51,10.37,10.43,10.42,0.76,0.72,9.72,1.04,14055489812.0,14055489812.0,0.1,0.1,-7.58,-12.23
1171,601188,龙江交通,3.49,0.58,0.02,195710.0,68496598.0,2.02,3.54,3.47,3.47,3.47,1.0,1.49,18.23,0.99,4592416213.0,4592416213.0,0.0,0.29,6.08,-3.06
1172,603014,威高血净,36.11,0.58,0.21,46147.0,166090380.0,1.78,36.3,35.66,35.89,35.9,0.55,12.11,33.05,2.22,14855439723.0,1376245517.0,0.03,0.03,36.26,36.26
1173,300432,富临精工,17.65,0.57,0.1,276936.0,492036380.0,2.85,18.05,17.55,17.69,17.55,0.87,2.29,43.54,4.92,21555191627.0,21314864162.0,0.0,0.0,-8.03,14.76
1174,301486,致尚科技,58.62,0.57,0.33,32386.0,189992877.16,2.38,59.32,57.93,58.5,58.29,0.6,4.1,79.96,3.07,7543279927.0,4625414324.0,-0.17,-0.2,-19.06,23.54
1175,300645,正元智慧,14.18,0.57,0.08,37072.0,52768228.0,3.83,14.56,14.02,14.08,14.1,1.09,2.61,-42.26,1.99,2014788981.0,2014523106.0,-0.07,-0.07,-17.51,-3.34
1176,600066,宇通客车,24.57,0.57,0.14,125184.0,308296143.0,2.01,24.89,24.4,24.41,24.43,0.73,0.57,18.01,4.55,54396486709.0,54396486709.0,0.0,-0.04,-4.69,-3.19
1177,002322,理工能科,12.35,0.57,0.07,17635.0,21779714.0,1.14,12.41,12.27,12.28,12.28,0.72,0.48,36.02,1.67,4682477430.0,4507993036.0,0.08,0.16,-11.34,-1.91
1178,301556,托普云农,82.9,0.57,0.47,5945.0,49329496.53,1.59,83.67,82.36,82.75,82.43,0.82,3.07,344.41,7.85,7069712000.0,1604486641.0,-0.07,0.36,-15.22,-3.41
1179,603698,航天工程,17.78,0.57,0.1,24670.0,43901368.0,1.36,17.9,17.66,17.69,17.68,0.91,0.46,70.36,2.82,9529902200.0,9529902200.0,0.0,0.0,3.86,14.27
1180,000701,厦门信达,5.43,0.56,0.03,240198.0,129841306.14,2.59,5.47,5.33,5.38,5.4,1.44,3.6,113.87,-7.84,3669632586.0,3625643884.0,0.37,0.18,7.95,18.82
1181,601898,中煤能源,10.74,0.56,0.06,181079.0,195224070.0,2.72,10.9,10.61,10.68,10.68,0.59,0.2,8.95,0.91,142398044916.0,98292484296.0,-0.09,0.0,4.37,-11.82
1182,603139,康惠制药,19.65,0.56,0.11,17755.0,34537649.0,2.92,19.81,19.24,19.54,19.54,0.69,1.78,-28.46,2.34,1962642000.0,1962642000.0,0.36,0.15,33.4,36.84
1183,920128,胜业电气,39.52,0.56,0.22,67023.0,273635585.88,11.4,42.98,38.5,38.9,39.3,0.99,32.38,85.25,6.0,3208628800.0,818064000.0,-0.03,-0.05,24.91,37.32
1184,603096,新经典,17.95,0.56,0.1,18420.0,33011557.0,1.57,18.04,17.76,17.88,17.85,1.03,1.19,28.25,1.52,2768511501.0,2768511501.0,-0.11,0.0,-8.47,-5.28
1185,600211,西藏药业,35.98,0.56,0.2,21303.0,76422145.0,1.26,36.06,35.61,35.71,35.78,0.69,0.66,10.77,3.0,11597044672.0,11597044672.0,0.0,0.06,3.93,0.08
1186,301479,弘景光电,104.5,0.56,0.58,31146.0,323581900.9,4.94,106.68,101.55,102.53,103.92,1.05,15.66,67.12,8.28,9296877299.0,2077962750.0,0.19,1.1,262.09,262.09
1187,301287,康力源,34.39,0.56,0.19,21446.0,73072900.6,2.92,34.6,33.6,34.2,34.2,0.5,12.59,30.58,2.02,2292781300.0,585708127.0,0.29,0.03,14.33,23.22
1188,603993,洛阳钼业,7.22,0.56,0.04,806908.0,582504932.0,1.39,7.28,7.18,7.18,7.18,0.53,0.46,9.83,2.11,155224517269.0,126824878309.0,0.0,0.14,6.8,8.57
1189,601899,紫金矿业,17.98,0.56,0.1,991961.0,1781588539.0,2.24,18.1,17.7,17.8,17.88,0.62,0.48,11.75,3.31,477864779441.0,370171131353.0,0.33,0.33,14.16,18.92
1190,002563,森马服饰,5.47,0.55,0.03,151394.0,82135963.0,1.84,5.48,5.38,5.42,5.44,0.95,0.69,17.19,1.33,14736673175.0,12043268970.0,0.0,0.18,-8.07,-17.99
1191,002902,铭普光磁,18.17,0.55,0.1,39462.0,71358483.0,1.49,18.23,17.96,18.08,18.07,0.64,2.22,-22.77,4.71,4278618217.0,3227577910.0,0.0,0.06,-15.37,-22.28
1192,000910,大亚圣象,7.26,0.55,0.04,22523.0,16272483.0,1.66,7.28,7.16,7.25,7.22,0.6,0.41,-14.29,0.6,3974105850.0,3972069420.0,0.0,0.0,-0.82,-5.47
1193,603665,康隆达,23.63,0.55,0.13,25466.0,59909468.0,3.06,23.95,23.23,23.62,23.5,0.55,1.59,8.34,5.23,3807054277.0,3784762916.0,0.13,0.25,25.83,67.35
1194,600298,安琪酵母,38.1,0.55,0.21,81990.0,312469615.0,2.06,38.48,37.7,37.83,37.89,1.3,0.96,22.34,2.95,33076075745.0,32657432945.0,0.05,-0.05,5.22,5.69
1195,301105,鸿铭股份,36.47,0.55,0.2,36172.0,131765463.12,4.94,37.3,35.51,35.92,36.27,0.87,22.01,113.03,2.15,1823500000.0,599475516.0,0.14,0.44,22.01,31.19
1196,601108,财通证券,7.34,0.55,0.04,191072.0,139769562.0,0.96,7.35,7.28,7.31,7.3,0.96,0.41,29.42,0.94,34085198422.0,34085198422.0,0.0,-0.14,-9.83,-10.16
1197,300420,五洋自控,3.66,0.55,0.02,325518.0,118418450.72,3.57,3.72,3.59,3.63,3.64,0.73,2.92,140.51,1.77,4085963833.0,4085646511.0,0.27,0.0,3.39,17.68
1198,603920,世运电路,25.73,0.55,0.14,161423.0,419722901.0,5.39,27.0,25.62,25.72,25.59,0.86,2.24,25.77,2.97,18539670888.0,18539670888.0,-0.12,-0.04,-25.81,-12.48
1199,600628,新世界,7.32,0.55,0.04,87846.0,64229775.0,1.92,7.37,7.23,7.28,7.28,0.66,1.36,69.34,1.12,4735127811.0,4735127811.0,0.0,0.0,-6.63,-10.4
1200,002679,福建金森,9.12,0.55,0.05,38937.0,35477385.0,1.76,9.2,9.04,9.07,9.07,1.25,1.65,-25.64,2.89,2150094720.0,2150094720.0,0.11,0.0,8.44,12.32
1201,603059,倍加洁,25.8,0.55,0.14,22042.0,56691513.0,3.62,26.18,25.25,25.66,25.66,1.15,2.19,52.21,2.57,2591576460.0,2591576460.0,-0.08,-0.31,2.99,10.59
1202,002762,*ST金比,5.53,0.55,0.03,136121.0,74376606.29,4.55,5.57,5.32,5.5,5.5,1.22,6.44,-225.11,2.26,1957758250.0,1168922740.0,0.0,-0.18,-3.49,-4.66
1203,603012,创力集团,5.56,0.54,0.03,75074.0,41737058.0,1.81,5.61,5.51,5.53,5.53,1.11,1.16,24.02,0.97,3616624320.0,3594540000.0,-0.18,0.0,-2.97,4.71
1204,301221,光庭信息,49.85,0.54,0.27,21591.0,108164665.14,3.69,51.16,49.33,49.59,49.58,1.2,4.95,48.03,2.32,4617221655.0,2175898911.0,-0.04,0.16,-7.39,2.61
1205,601222,林洋能源,5.57,0.54,0.03,116169.0,64609822.0,0.9,5.58,5.53,5.55,5.54,0.96,0.56,23.21,0.75,11475142199.0,11475142199.0,0.0,0.0,-18.92,-18.09
1206,003016,欣贺股份,7.45,0.54,0.04,27033.0,20007003.0,2.02,7.47,7.32,7.41,7.41,0.97,0.65,128.9,1.2,3192486009.0,3120658548.0,0.13,0.27,-1.97,-13.87
1207,603208,江山欧派,14.76,0.54,0.08,22721.0,33755837.0,3.68,15.15,14.61,14.61,14.68,0.77,1.28,188.9,2.04,2615068668.0,2615068668.0,0.07,0.0,-13.33,-19.78
1208,300985,致远新能,16.81,0.54,0.09,14138.0,23814131.2,2.03,16.99,16.65,16.65,16.72,1.0,0.76,35.11,3.17,3135274789.0,3118438464.0,0.0,-0.06,-1.47,-8.69
1209,600819,耀皮玻璃,5.55,0.54,0.03,81823.0,45217549.0,1.45,5.57,5.49,5.52,5.52,0.72,1.09,30.4,1.48,5188784183.0,4148159172.0,0.0,0.18,2.97,3.35
1210,600469,风神股份,5.56,0.54,0.03,45015.0,25019224.0,1.99,5.62,5.51,5.56,5.53,1.08,0.62,35.92,1.22,4055746843.0,4055746843.0,0.18,0.18,-5.44,-9.15
1211,832651,天罡股份,30.07,0.53,0.16,7889.0,23768911.3,3.81,30.72,29.58,30.2,29.91,0.61,5.16,40.42,3.9,1834270000.0,459315371.0,0.23,0.7,31.31,21.49
1212,301109,军信股份,20.82,0.53,0.11,32314.0,67717259.28,2.32,21.22,20.74,20.87,20.71,1.46,3.28,16.97,1.51,11735056816.0,2053910301.0,0.0,0.1,9.93,24.82
1213,000890,法尔胜,3.77,0.53,0.02,178702.0,67042474.62,4.27,3.85,3.69,3.78,3.75,1.05,4.26,-526.62,96.02,1581529959.0,1581481243.0,0.27,0.53,1.62,18.93
1214,603021,ST华鹏,3.8,0.53,0.02,136943.0,52345225.0,7.14,3.97,3.7,3.86,3.78,1.2,4.28,-11.1,43.86,1215802666.0,1215802666.0,0.0,0.0,-11.83,-11.42
1215,603986,兆易创新,113.5,0.53,0.6,112959.0,1287595696.0,1.82,115.29,113.23,113.65,112.9,0.7,1.7,80.31,4.49,75370718065.0,75331768157.0,0.01,0.07,-15.13,6.27
1216,300969,恒帅股份,62.2,0.52,0.32,20324.0,125808516.53,2.5,62.55,61.0,62.02,61.88,1.35,6.69,41.66,5.39,6966400000.0,1888409914.0,0.0,0.08,-12.86,7.15
1217,300984,金沃股份,58.44,0.52,0.3,32398.0,189972931.8,6.19,60.53,56.93,58.5,58.14,1.11,4.04,146.29,7.18,7203817101.0,4686862053.0,0.29,0.48,33.39,104.26
1218,839946,华阳变速,9.65,0.52,0.05,74185.0,73135714.33,5.0,10.08,9.6,9.6,9.6,1.13,7.65,59.56,5.76,1302657775.0,936325942.0,0.1,-0.1,5.35,51.97
1219,301248,杰创智能,21.3,0.52,0.11,45974.0,98087948.0,3.16,21.77,21.1,21.1,21.19,0.91,4.5,60.03,2.19,3273916500.0,2175707138.0,0.05,-0.05,-5.33,34.13
1220,002242,九阳股份,9.67,0.52,0.05,21456.0,20677059.58,1.35,9.69,9.56,9.62,9.62,0.71,0.28,18.27,2.14,7417054390.0,7404374119.0,-0.1,0.0,-4.92,-5.29
1221,000790,华神科技,3.83,0.52,0.02,289797.0,110763997.78,4.2,3.92,3.76,3.8,3.81,1.53,4.65,-40.93,2.36,2388845164.0,2384970162.0,0.26,0.52,1.06,-1.79
1222,603055,台华新材,9.73,0.52,0.05,48923.0,47651355.0,1.65,9.83,9.67,9.75,9.68,0.71,0.55,13.27,1.7,8662547319.0,8615454119.0,-0.1,0.0,-14.05,-12.18
1223,600686,金龙汽车,13.5,0.52,0.07,872792.0,1209990302.0,6.11,14.27,13.45,13.9,13.43,1.77,12.17,51.75,3.08,9680140130.0,9680140130.0,-0.15,-0.3,-1.96,-3.85
1224,600125,铁龙物流,5.79,0.52,0.03,82322.0,47545979.0,0.87,5.79,5.74,5.75,5.76,0.93,0.63,9.33,1.01,7558971650.0,7558971650.0,0.0,0.17,2.12,-2.36
1225,605199,ST葫芦娃,9.58,0.52,0.05,73009.0,69813353.0,2.31,9.7,9.48,9.53,9.53,0.66,1.82,39.36,5.29,3833041844.0,3833041844.0,0.0,0.1,-44.24,-39.86
1226,000909,ST数源,5.77,0.52,0.03,29855.0,17225369.0,1.92,5.83,5.72,5.75,5.74,0.87,0.68,-60.0,2.37,2525611194.0,2525589989.0,0.17,0.17,1.41,2.85
1227,301338,凯格精机,38.53,0.52,0.2,26388.0,101275331.6,3.42,39.02,37.71,38.26,38.33,1.34,7.69,30.86,2.77,4099592000.0,1321579000.0,0.05,-0.08,8.6,23.49
1228,430418,苏轴股份,31.1,0.52,0.16,35368.0,111226541.57,4.04,32.0,30.75,30.77,30.94,0.88,2.27,36.18,6.28,5053426560.0,4851485210.0,0.0,-0.51,-21.58,65.78
1229,600549,厦门钨业,19.4,0.52,0.1,118034.0,229029012.0,1.09,19.5,19.29,19.31,19.3,0.71,0.83,19.69,1.89,30799165024.0,27509326100.0,0.0,0.05,-0.82,0.67
1230,002487,大金重工,27.65,0.51,0.14,51450.0,142170120.39,1.38,27.85,27.47,27.51,27.51,0.61,0.82,19.09,2.35,17633769500.0,17444945355.0,0.07,0.07,34.88,34.94
1231,605507,国邦医药,19.77,0.51,0.1,23874.0,47209979.0,1.68,19.93,19.6,19.73,19.67,0.74,0.79,12.85,1.34,11047940595.0,5965047617.0,0.05,-0.1,0.97,-5.09
1232,600775,南京熊猫,9.85,0.51,0.05,153641.0,151708429.0,3.27,10.06,9.74,9.86,9.8,0.83,2.29,-63.78,2.92,9001309511.0,6617609511.0,-0.1,-0.2,-6.55,-1.89
1233,688425,铁建重工,3.95,0.51,0.02,128371.0,50699279.0,0.76,3.96,3.93,3.93,3.93,0.92,0.87,15.85,1.18,21067313150.0,5837930150.0,0.0,-0.25,-6.18,-10.23
1234,000672,上峰水泥,7.95,0.51,0.04,58573.0,46416206.64,1.26,7.97,7.87,7.88,7.91,0.43,0.6,24.1,0.91,7706693828.0,7706693828.0,0.0,-0.13,18.48,13.25
1235,688707,振华新材,11.83,0.51,0.06,40129.0,47642696.0,2.63,12.01,11.7,11.7,11.77,0.85,0.79,-15.4,1.39,6018396625.0,6018396625.0,0.0,0.0,-5.21,8.04
1236,600938,中国海油,25.68,0.51,0.13,223852.0,575008806.0,1.37,25.79,25.44,25.59,25.55,0.74,0.75,8.35,1.56,1220569218309.0,76783200000.0,0.0,0.04,-0.23,-12.98
1237,301107,瑜欣电子,35.28,0.51,0.18,12281.0,43246834.0,2.71,35.8,34.85,35.24,35.1,0.54,2.87,26.33,2.87,2589552000.0,1509946956.0,0.06,0.14,17.64,37.76
1238,688728,格科微,15.62,0.51,0.08,52835.0,82394207.0,1.42,15.72,15.5,15.53,15.54,0.81,0.36,-196.31,5.26,40621163739.0,22631617642.0,0.06,0.0,-5.39,16.22
1239,601952,苏垦农发,9.8,0.51,0.05,64708.0,63313845.0,1.03,9.82,9.72,9.75,9.75,0.94,0.47,40.96,1.94,13504400000.0,13504400000.0,-0.1,-0.1,3.59,0.1
1240,600152,维科技术,5.96,0.51,0.03,135119.0,80773751.0,3.88,6.07,5.84,5.93,5.93,1.58,2.55,-47.76,1.81,3153313075.0,3153313075.0,0.0,0.0,-6.29,-0.83
1241,300823,建科智能,13.75,0.51,0.07,31644.0,43602231.0,2.49,13.95,13.61,13.66,13.68,1.01,3.73,-138.12,1.96,1801012496.0,1165854608.0,0.15,0.07,-13.85,8.44
1242,833751,惠同新材,17.83,0.51,0.09,16807.0,30041345.11,3.27,18.18,17.6,17.73,17.74,0.55,2.02,36.04,3.95,1547287400.0,1481086839.0,0.28,0.34,16.01,46.75
1243,301235,华康洁净,23.98,0.5,0.12,33057.0,80631226.0,4.36,24.99,23.95,24.1,23.86,1.49,6.49,-21.86,1.46,2532288000.0,1221828960.0,-0.04,-0.04,18.83,18.65
1244,000703,恒逸石化,6.07,0.5,0.03,110766.0,67352315.64,1.66,6.13,6.03,6.04,6.04,1.75,0.3,108.04,0.95,22254570510.0,22139436115.0,-0.16,-0.16,-2.25,-3.34
1245,000983,山西焦煤,6.09,0.5,0.03,384058.0,233644055.32,1.65,6.13,6.03,6.05,6.06,0.73,0.83,12.69,0.93,34573545449.0,28258900392.0,-0.16,0.0,-12.88,-26.09
1246,000529,广弘控股,6.09,0.5,0.03,45057.0,27349796.74,1.16,6.1,6.03,6.07,6.06,0.79,0.79,63.85,1.12,3555283110.0,3470595856.0,0.16,0.0,-0.65,3.22
1247,300140,节能环境,6.07,0.5,0.03,76957.0,46949110.44,2.32,6.17,6.03,6.05,6.04,1.44,0.75,16.68,1.36,18811336787.0,6192135988.0,0.17,0.0,-0.49,1.34
1248,300951,博硕科技,28.09,0.5,0.14,6745.0,18911970.5,1.61,28.31,27.86,27.86,27.95,0.51,0.45,22.77,2.1,4760532300.0,4244512259.0,0.0,0.07,-9.68,-4.03
1249,600908,无锡银行,6.02,0.5,0.03,190295.0,114053599.0,1.17,6.02,5.95,5.99,5.99,0.85,0.95,5.35,0.61,13211983804.0,12035862243.0,0.17,0.0,5.8,1.86
1250,603233,大参林,17.94,0.5,0.09,34129.0,61005399.0,1.85,18.05,17.72,17.84,17.85,0.58,0.3,11.1,2.85,20430931236.0,20430931236.0,0.28,0.22,19.04,19.12
1251,002178,延华智能,6.07,0.5,0.03,152969.0,92668012.0,3.31,6.2,6.0,6.16,6.04,1.06,2.15,-213.29,10.2,4322768716.0,4320523769.0,-0.16,0.0,-11.9,1.17
1252,600115,中国东航,4.05,0.5,0.02,624296.0,252091144.0,2.23,4.07,3.98,4.03,4.03,0.63,0.36,-22.68,6.44,90279751109.0,69313801112.0,0.0,0.0,5.47,1.25
1253,600859,王府井,13.96,0.5,0.07,194573.0,273114080.0,2.09,14.17,13.88,13.9,13.89,0.68,1.73,70.5,0.8,15690082679.0,15688639773.0,0.0,-0.07,2.35,-9.41
1254,002424,ST百灵,4.03,0.5,0.02,131702.0,53163431.21,1.75,4.08,4.01,4.02,4.01,0.7,1.09,58.26,1.76,5632321552.0,4889254483.0,-0.25,0.0,1.77,4.68
1255,000828,东莞控股,10.26,0.49,0.05,29216.0,29904752.59,0.98,10.29,10.19,10.24,10.21,0.82,0.28,12.17,1.1,10665444338.0,10665430487.0,0.0,0.2,5.02,-1.06
1256,600985,淮北矿业,12.28,0.49,0.06,107442.0,131620055.0,1.23,12.3,12.15,12.21,12.22,0.75,0.4,11.96,0.77,33073216947.0,33073216947.0,-0.08,0.0,-8.43,-12.72
1257,601869,长飞光纤,32.51,0.49,0.16,19534.0,63384749.0,1.45,32.67,32.2,32.61,32.35,0.9,0.48,40.61,2.09,24639495061.0,13210058588.0,-0.03,0.03,-19.83,8.77
1258,600828,茂业商业,4.09,0.49,0.02,356397.0,145279522.0,3.19,4.14,4.01,4.06,4.07,0.55,2.06,123.48,1.01,7083808613.0,7081263140.0,0.25,0.25,14.25,-6.41
1259,002561,徐家汇,8.14,0.49,0.04,66193.0,53884640.93,1.23,8.18,8.08,8.11,8.1,0.68,1.6,129.7,1.54,3384310820.0,3373538075.0,-0.12,-0.12,-4.8,-11.14
1260,001213,中铁特货,4.1,0.49,0.02,102645.0,41930706.0,0.98,4.1,4.06,4.07,4.08,0.92,0.23,26.55,0.95,18222222220.0,18222222220.0,0.24,0.24,1.99,-1.68
1261,688088,虹软科技,42.91,0.49,0.21,27804.0,119742960.0,2.37,43.56,42.55,42.97,42.7,0.78,0.69,86.65,6.22,17214221864.0,17214221864.0,0.05,0.05,-21.12,11.28
1262,301086,鸿富瀚,42.76,0.49,0.21,5420.0,23258370.1,2.51,43.6,42.53,42.53,42.55,0.39,1.14,51.47,1.96,3848400000.0,2024186264.0,0.09,-0.02,-16.99,-15.94
1263,000055,方大集团,4.08,0.49,0.02,74180.0,30246632.14,1.97,4.12,4.04,4.08,4.06,1.03,1.1,33.17,0.72,4381406846.0,2757486070.0,0.0,0.0,-0.24,4.88
1264,300556,丝路视觉,18.58,0.49,0.09,35021.0,64508598.92,3.3,18.8,18.19,18.48,18.49,1.21,3.34,-20.89,4.18,2258603231.0,1951089962.0,0.0,-0.05,-16.57,-2.47
1265,301096,百诚医药,39.19,0.49,0.19,32985.0,128483360.18,2.26,39.37,38.49,38.88,39.0,0.78,4.75,-40.85,1.68,4280656450.0,2720974241.0,0.1,0.18,1.58,3.29
1266,601236,红塔证券,8.17,0.49,0.04,433746.0,355970444.0,3.08,8.36,8.11,8.17,8.13,0.6,0.92,32.59,1.59,38536155852.0,38536155852.0,0.12,0.25,1.74,-2.62
1267,300770,新媒股份,39.16,0.49,0.19,11517.0,45009811.28,1.03,39.32,38.92,38.96,38.97,0.87,0.5,13.95,2.39,8972766396.0,8972766396.0,0.0,0.36,0.59,-3.09
1268,600031,三一重工,18.5,0.49,0.09,241774.0,447820486.0,1.03,18.63,18.44,18.47,18.41,0.62,0.29,15.86,2.09,156787093685.0,156587992985.0,-0.11,-0.11,2.66,12.26
1269,603958,哈森股份,18.38,0.49,0.09,32530.0,59852365.0,2.02,18.58,18.21,18.46,18.29,0.8,1.48,180.31,5.66,4031836800.0,4031836800.0,0.0,0.11,24.36,3.32
1270,002295,精艺股份,8.17,0.49,0.04,166609.0,135624350.55,4.18,8.36,8.02,8.28,8.13,2.12,6.66,66.27,1.51,2047532720.0,2044901980.0,0.37,0.12,10.26,27.06
1271,300755,华致酒行,20.81,0.48,0.1,29806.0,61987754.0,2.03,21.06,20.64,20.87,20.71,0.59,0.72,25.39,2.71,8673574704.0,8665848679.0,-0.05,0.0,8.5,17.24
1272,000550,江铃汽车,20.94,0.48,0.1,89354.0,190725997.5,5.37,22.0,20.88,21.51,20.84,0.8,1.72,14.77,1.56,18075701160.0,10856618570.0,0.1,0.24,-8.6,-10.7
1273,301508,中机认检,31.58,0.48,0.15,17981.0,57100404.0,2.55,32.23,31.43,31.52,31.43,0.69,3.06,58.25,3.63,7139770616.0,1858053512.0,0.06,0.06,-17.76,-7.12
1274,603357,设计总院,8.45,0.48,0.04,36884.0,31134004.0,0.95,8.47,8.39,8.4,8.41,0.71,0.66,13.86,1.23,4736883331.0,4694845004.0,0.0,0.0,-9.14,-6.73
1275,002997,瑞鹄模具,35.32,0.48,0.17,27934.0,98840996.47,1.82,35.79,35.15,35.31,35.15,0.77,1.33,18.97,3.36,7393229199.0,7393229199.0,-0.08,-0.06,-23.38,2.82
1276,603757,大元泵业,23.16,0.48,0.11,14112.0,32498070.0,1.91,23.28,22.84,23.05,23.05,0.53,0.86,24.33,2.34,3815538320.0,3815538320.0,0.17,0.22,3.21,15.51
1277,300906,日月明,25.29,0.48,0.12,11982.0,30442780.0,2.5,25.79,25.16,25.79,25.17,1.31,1.68,37.24,2.3,2023200000.0,1808977894.0,0.24,0.32,1.2,-2.66
1278,688679,通源环境,17.23,0.47,0.08,33501.0,57113401.0,4.26,17.33,16.6,17.0,17.15,0.66,2.54,-220.18,2.0,2269013100.0,2269013100.0,0.12,0.12,58.07,64.1
1279,000626,远大控股,6.38,0.47,0.03,53609.0,34109561.0,2.05,6.43,6.3,6.35,6.35,0.88,1.06,62.91,1.37,3247040160.0,3228472172.0,0.0,0.16,13.32,10.96
1280,000027,深圳能源,6.46,0.47,0.03,121579.0,78436003.57,1.09,6.49,6.42,6.43,6.43,0.9,0.26,5.68,0.94,30732738857.0,30732738857.0,0.0,-0.15,2.87,-0.31
1281,605589,圣泉集团,25.87,0.47,0.12,56926.0,147692672.0,2.17,26.23,25.67,25.76,25.75,0.93,0.73,26.48,2.29,21897816668.0,20201709671.0,0.0,-0.08,-10.36,12.33
1282,000928,中钢国际,6.4,0.47,0.03,76937.0,49232682.2,0.94,6.43,6.37,6.37,6.37,0.62,0.54,9.91,1.07,9181725574.0,9181613254.0,-0.16,0.0,-6.02,0.47
1283,605577,龙版传媒,12.75,0.47,0.06,45447.0,58204128.0,3.31,13.05,12.63,12.69,12.69,1.55,1.02,13.03,1.48,5666666674.0,5666666674.0,-0.16,-0.16,-3.99,-12.25
1284,600415,小商品城,16.94,0.47,0.08,225765.0,382755015.0,2.08,17.15,16.8,16.86,16.86,0.85,0.41,28.91,4.36,92892961986.0,92879657310.0,0.12,0.12,26.7,26.32
1285,600824,益民集团,4.28,0.47,0.02,291870.0,124355350.0,1.41,4.29,4.23,4.24,4.26,0.45,2.77,82.69,1.86,4511235872.0,4511235872.0,0.0,0.23,-8.55,-4.25
1286,000882,华联股份,2.15,0.47,0.01,522074.0,112536013.0,1.87,2.17,2.13,2.14,2.14,0.91,1.91,480.28,0.85,5885306686.0,5881006297.0,-0.46,0.0,-23.76,3.37
